plan

{

target rectangle 	x 57 z 23 rot 0 width 128 height 128
floor		greek_city_underlay.cas greek_city_overlay.CAS
ground_types	roman_city_ground.tga -440 -440 440 440
street_plan	roman_city_pathfinding.cas
borders
	{

	;WALLS

tower_straight,	-128,	-352,	0,	0.500
tower_straight,	-320,	224,	-180,	0.500
tower_straight,	288,	64,	90,	0.500
tower_straight,	256,	-320,	45,	0.500
tower_straight,	-352,	-192,	-90,	0.500
tower_straight,	256,	352,	180,	0.500
gateway,	0,	-352,	0,	0.500
gateway,	352,	-192,	90,	0.500
gateway,	-352,	128,	-90,	0.500
straight,	64,	-352,	0,	0.500
straight,	-64,	-352,	0,	0.500
straight,	192,	-352,	0,	0.500
straight,	352,	-256,	90,	0.500
straight,	352,	-128,	90,	0.500
straight,	320,	-288,	0,	0.500
straight,	-192,	-320,	-45,	0.500
straight,	-320,	-288,	0,	0.500
straight,	-352,	-256,	-90,	0.500
straight,	-352,	-128,	-90,	0.500
straight,	-352,	0,	-90,	0.500
straight,	-352,	64,	-90,	0.500
straight,	-352,	192,	-90,	0.500
straight,	-256,	224,	-180,	0.500
straight,	-128,	288,	-180,	0.500
straight,	-0,	288,	-180,	0.500
straight,	64,	320,	-135,	0.500
straight,	192,	352,	-180,	0.500
straight,	320,	352,	-180,	0.500
straight,	352,	320,	90,	0.500
straight,	352,	256,	90,	0.500
straight,	352,	0,	90,	0.500
straight,	320,	32,	-180,	0.500
straight,	288,	128,	90,	0.500
internal_corner_link,	288,	32,	180,	0.500
external_corner_link,	-352,	224,	-90,	0.500
external_corner_link,	352,	32,	-180,	0.500
straight_link,	96,	-352,	0,	0.500
straight_link,	160,	-352,	0,	0.500
straight_link,	-96,	-352,	0,	0.500
straight_link,	-288,	-288,	0,	0.500
straight_link,	-352,	-224,	-90,	0.500
straight_link,	-352,	-160,	-90,	0.500
straight_link,	-352,	-96,	-90,	0.500
straight_link,	-352,	-32,	-90,	0.500
straight_link,	-352,	32,	-90,	0.500
straight_link,	-288,	224,	-180,	0.500
straight_link,	160,	352,	-180,	0.500
straight_link,	224,	352,	-180,	0.500
straight_link,	288,	352,	-180,	0.500
straight_link,	352,	288,	90,	0.500
straight_link,	288,	96,	90,	0.500
straight_link,	352,	-32,	90,	0.500
straight_link,	352,	-96,	90,	0.500
external_right_link,	224,	-352,	0,	0.500
external_right_link,	96,	352,	180,	0.500
external_right_link,	-160,	288,	180,	0.500
external_left_link,	-160,	-352,	0,	0.500
external_left_link,	352,	224,	90,	0.500
internal_right_link,	-224,	-288,	0,	0.500
internal_right_link,	288,	160,	90,	0.500
internal_left_link,	32,	288,	180,	0.500
internal_left_link,	-224,	224,	180,	0.500
internal_left_link,	288,	-288,	0,	0.500
tower_straight,	-352,	-64,	-90,	0.500
tower_straight,	-256,	-288,	0,	0.500
tower_straight,	128,	-352,	0,	0.500
tower_straight,	352,	-64,	90,	0.500
tower_straight,	320,	192,	45,	0.500
tower_straight,	128,	352,	180,	0.500
tower_straight,	-192,	256,	-135,	0.500
tower_external_corner_link,	352,	352,	180,	0.500
tower_external_corner_link,	-352,	-288,	0,	0.500
tower_external_corner_link,	352,	-288,	90,	0.500
gateway,	-64,	288,	-180,	0.5

		
	}


	;SLOTS etc	

; road joiners

gateway_slot_into_roman_town,	384,	-192,	0,	0
gateway_slot_into_roman_town,	-384,	128,	180,	0
gateway_slot_into_roman_town,	0,	-384,	-90,	0
gateway_slot_into_roman_town,	-64,	320,	90,	0


slot_plaza_greek_128x128m,	57,	23,	0,	0.50
slot_48x32_academic,	7,	225,	-90,	0.50
slot_112x64_barracks,	254,	278,	-180,	0.50
slot_112x64_market,	167,	-105,	90,	0.50
slot_112x64_religious,	-156,	-90,	0,	0.50
slot_160x128_core_building,	-87,	31.01,	0,	0.50
slot_48x32_smith,	160.64,	289,	90,	0.50
slot_160x128_theatres,	57,	-135,	90,	0.50
slot_48x32_equestrian,	-81,	-294,	0,	0.50	
slot_112x64_missiles,	167,	-217,	-90,	0.50

slot_112x64_health,	-279.811,	-95.857,	-90,	0.50


	;COLLISION

greek_city_collision,	0,	0,	0,	0

	;AMBIENTS:	

greek_colonnaded_portico,	-29.94,	-104.34,	0,	0.5

roman_statue,	-65.09,	-65.11,	90,	0.50

bouleuterion,	-71.716,	-265.624,	90,	0.5
bouleuterion,	-297.561,	7.353,		90,	0.5
bouleuterion,	142.05,		204.921,	90,	0.5

greek_semidetached_house,	-21.442,	-267.245,	-90,	0.5
greek_semidetached_house,	-201.027,	53.105,		-90,	0.5
greek_semidetached_house,	15.095,		137.79,	0,	0.5
greek_semidetached_house,	293.736,	-100.896,	90,	0.5

greek_granary,		-5.941,		-287.272,	180,	0.5
greek_granary,		6.898,		-287.185,	0,	0.5
greek_granary,		-127.335,	-288.08,	145,	0.5
greek_granary,		-238.65,	-1.297,		135,	0.5
greek_granary,		-279.885,	20.433,		-155,	0.5
greek_granary,		-237.338,	116.372,	180,	0.5
greek_granary,		44.568,		135.174,	5,	0.5
greek_granary,		298.662,	-138.674,	-80,	0.5
greek_granary,		-239.39,	-109.909,	180,	0

greek_tenamentA1_group,	268.10,	-43.12,	-90,	0.50
greek_tenamentA2_group,	234.07,	-120.72,	180,	0.50
greek_tenamentA3_group,	278.73,	-206.44,	180,	0.50
greek_tenamentA3_group,	204.30,	199.09,	-90,	0.50
greek_tenamentA3_group,	78.73,	-270.44,	180,	0.50
greek_tenamentA1_group,	-174.88,	-156.27,	-90,	0.50
greek_tenamentA2_group,	-89.69,	-166.79,	180,	0.50
greek_tenamentA3_group,	-156.35,	-248.48,	45,	0.50
greek_tenamentA3_group,	-281.10,	-208.61,	0,	0.50
greek_tenamentA3_group,	-272.64,	67.35,	-90,	0.50
greek_tenamentA1_group,	-278.27,	143.56,	180,	0.50
